feat_stid,tgt_stid,tgt_LATITUDE,tgt_LONGITUDE,feat_LATITUDE,feat_LONGITUDE,dist_km
70275726444,70272526491,61.1786,-149.96509,60.78333,-148.73333,79.7510052718037
70275726444,70273026451,61.16916,-150.02771,60.78333,-148.73333,82.0460460675433
70275726444,70273526409,61.2163,-149.85724,60.78333,-148.73333,77.4723514078515
70275726444,70274025331,61.59505,-149.09175,60.78333,-148.73333,92.3830577489934
70275726444,70274626497,61.41639,-149.50722,60.78333,-148.73333,81.8505409245232
70275726444,70277026438,60.12927,-149.41849,60.78333,-148.73333,81.948005946538
70275726444,72259299999,61.15,-149.9833333,60.78333,-148.73333,78.9070665220243
70275726444,99738199999,61.238,-149.89,60.78333,-148.73333,80.3465195251903
70275726444,99843099999,60.12,-149.427,60.78333,-148.73333,83.0816924179723
70275726444,99999926563,60.7237,-150.4484,60.78333,-148.73333,93.5109036307338
70275827517,70063427408,70.33083,-149.5975,70.34417,-150.94472,50.4831878158368
70275827517,70063727406,70.19146,-148.48005,70.34417,-150.94472,94.1725565554996
70275827517,70364427515,70.21262,-150.99441,70.34417,-150.94472,14.7625603221956
70275827517,99738699999,70.4,-148.52,70.34417,-150.94472,90.8751724798835
70275827517,99999926565,70.1618,-148.4644,70.34417,-150.94472,95.4641548160234
70277026438,70000126492,60.78351,-148.84839,60.12927,-149.41849,79.2671740977846
70277026438,70259526559,60.47583,-151.03417,60.12927,-149.41849,97.094359677964
70277026438,70275726444,60.78333,-148.73333,60.12927,-149.41849,81.948005946538
70277026438,99408499999,59.74,-149.47,60.12927,-149.41849,43.4284499911557
70277026438,99843099999,60.12,-149.427,60.12927,-149.41849,1.13470369542796
70277026438,99999926563,60.7237,-150.4484,60.12927,-149.41849,87.0635452336312
70291026412,71967599999,62.4166667,-140.8666667,62.96148,-141.93834,81.6941392831052
70291026412,99999996404,62.737,-141.2083,62.96148,-141.93834,44.7182555070614
70296026410,70275626479,61.1315,-146.2435,60.48604,-145.4445,83.9307923222652
70296026410,99466099999,61.06,-146.7,60.48604,-145.4445,93.4807741386459
