STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,COUNTRY,US_State
86675099999,-13.0166666,-39.6166666,408.5,"AMARGOSA, BR",FM-14,99999,BR,-
86677099999,-13.9072222,-38.9722222,11.5,"MARAU, BR",FM-14,99999,BR,-
86678099999,-13,-38.5,52.91,"SALVADOR, BR",FM-14,99999,BR,-
86682099999,-14.65,-57.4333333,323,"TANGARA DA SERRA, BR",FM-14,99999,BR,-
86684099999,-14.4166666,-54.0333333,475.5,"PARANATINGA, BR",FM-14,99999,BR,-
86685099999,-14.9333333,-53.8833333,649.5,"SANTO ANTONIO DO LESTE, BR",FM-12,99999,BR,-
86686099999,-14.0166666,-52.2166666,433.5,"AGUA BOA, BR",FM-14,99999,BR,-
86689099999,-14.9833333,-49.5333333,523.5,"ITAPACI, BR",FM-14,99999,BR,-
86691099999,-14.1333333,-47.5166666,1261.5,"ALTO PARAISO DE GOIAS, BR",FM-14,99999,BR,-
86692099999,-14.0833333,-46.3666666,835.5,"POSSE, BR",FM-14,99999,BR,-
86693099999,-14.4,-44.4,513.5,"MONTALVANIA, BR",FM-14,99999,BR,-
86694099999,-14.2,-42.75,552.5,"GUANAMBI, BR",FM-14,99999,BR,-
86695099999,-14.9166666,-42.8,571.5,"ESPINOSA, BR",FM-14,99999,BR,-
86696099999,-14.1833333,-41.6666666,471.5,"BRUMADO, BR",FM-14,99999,BR,-
86697099999,-14.8833333,-40.8,874,"VITORIA DA CONQUISTA, BR",FM-14,99999,BR,-
86698099999,-14.1666666,-39.7,126.5,"IPIAU, BR",FM-14,99999,BR,-
86699099999,-14.65,-39.1666667,79.5,"ILHEUS, BR",FM-14,99999,BR,-
86701099999,-15.0666666,-59.8666666,223.5,"VILA BELA DA S TRINDADE, BR",FM-12,99999,BR,-
86702099999,-15.25,-59.35,257.5,"PONTES E LACERDA, BR",FM-12,99999,BR,-
86703099999,-15.1247222,-58.1275,304.5,"SALTO DO CEU, BR",FM-14,99999,BR,-
86704099999,-15.3247222,-57.2263889,146.5,"PORTO ESTRELA, BR",FM-14,99999,BR,-
86705099999,-15.6166666,-56.1,152.84,"CUIABA, BR",FM-12,99999,BR,-
86707099999,-15.5333333,-55.1333333,750.5,"CAMPO VERDE, BR",FM-14,99999,BR,-
86709099999,-15.9,-52.25,348.5,"ARAGARCAS, BR",FM-14,99999,BR,-
86712099999,-15.9333333,-50.1333333,513.5,"GOIAS, BR",FM-14,99999,BR,-
86713099999,-15.2166666,-48.9833333,668.5,"GOIANESIA, BR",FM-14,99999,BR,-
86715099999,-15.7833333,-47.9333333,1161.04,"BRASILIA, BR",FM-14,99999,BR,-
86716099999,-15.6,-47.6333333,1201.5,"AGUAS EMENDADAS, BR",FM-14,99999,BR,-
86718099999,-15.5166666,-46.4333333,895.5,"BURITIS, BR",FM-14,99999,BR,-
86719099999,-15.3,-45.6166666,881.5,"CHAPADA GAUCHA, BR",FM-14,99999,BR,-
86720099999,-15.0833333,-44.0166666,461.5,"MOCAMBINHO, BR",FM-14,99999,BR,-
86721099999,-15.7166666,-42.4333333,854.5,"RIO PARDO DE MINAS, BR",FM-14,99999,BR,-
86722099999,-15.75,-41.45,751.5,"AGUAS VERMELHAS, BR",FM-14,99999,BR,-
86723099999,-15.25,-40.2333333,270.5,"ITAPETINGA, BR",FM-14,99999,BR,-
86728099999,-16.45,-54.5666666,285.5,"RONDONOPOLIS, BR",FM-14,99999,BR,-
86729099999,-16.35,-53.7666666,527.5,"GUIRATINGA, BR",FM-14,99999,BR,-
86730099999,-16.9666666,-51.8166666,738.5,"CAIPONIA, BR",FM-14,99999,BR,-
86732099999,-16.9625,-50.4252778,679.5,"PARAUNA, BR",FM-14,99999,BR,-
86734099999,-16.65,-49.2166666,771.5,"GOIANIA, BR",FM-14,99999,BR,-
86735099999,-16.6833333,-48.6166666,950.5,"SILVANIA, BR",FM-14,99999,BR,-
86736099999,-16.2666666,-47.9666666,959.5,"LUZIANIA, BR",FM-14,99999,BR,-
86737099999,-16.7833333,-47.6166666,1203.5,"CRISTALINA, BR",FM-14,99999,BR,-
86738099999,-16.55,-46.8833333,632.5,"UNAI, BR",FM-14,99999,BR,-
86739099999,-16.3666666,-45.1166666,461.5,"SAO ROMAO, BR",FM-14,99999,BR,-
86740099999,-16.7166666,-43.8666666,647.79,"MONTES CLAROS, BR",FM-14,99999,BR,-
86741099999,-16.1666666,-42.3166666,496.5,"SALINAS, BR",FM-14,99999,BR,-
86742099999,-16.5833333,-41.4833333,267.5,"ITAOBIM, BR",FM-14,99999,BR,-
86743099999,-16.1666666,-40.6833333,209.5,"ALMENARA, BR",FM-14,99999,BR,-
86744099999,-16.0833333,-39.2166666,89.5,"BELMONTE, BR",FM-14,99999,BR,-
86745099999,-16.3833333,-39.1833333,86.5,"PORTO SEGURO, BR",FM-14,99999,BR,-
86748099999,-17.1833333,-54.5,586.5,"ITIQUIRA, BR",FM-12,99999,BR,-
86750099999,-17.8166666,-53.2833333,876.5,"ALTO TAQUARI, BR",FM-14,99999,BR,-
86751099999,-17.5666666,-52.6,707.5,"MINEIROS, BR",FM-14,99999,BR,-
86752099999,-17.9166666,-51.7166666,583.5,"JATAI, BR",FM-14,99999,BR,-
86753099999,-17.7833333,-50.9666666,783.5,"RIO VERDE, BR",FM-14,99999,BR,-
86755099999,-17.7166666,-49.1,772.92,"MORRINHOS, BR",FM-14,99999,BR,-
86756099999,-17.3,-48.2833333,753.5,"PIRES DO RIO, BR",FM-14,99999,BR,-
86757099999,-17.5666666,-47.2,1001.5,"GUARDA MOR, BR",FM-14,99999,BR,-
86758099999,-17.7833333,-46.1166666,871.5,"JOAO PINHEIRO, BR",FM-14,99999,BR,-
86759099999,-17.25,-44.8333333,504.5,"PIRAPORA, BR",FM-14,99999,BR,-
86761099999,-17.7,-42.3833333,933.5,"CAPELINHA, BR",FM-14,99999,BR,-
86762099999,-17.9,-41.5166666,476.5,"TEOFILO OTONI, BR",FM-14,99999,BR,-
86763099999,-17.8,-40.25,209.5,"SERRA DOS AIMORES, BR",FM-14,99999,BR,-
86764099999,-17.7333333,-39.25,4.38,"CARAVELAS, BR",FM-14,99999,BR,-
86767099999,-19,-57.6333333,127.5,"CORUMBA, BR",FM-14,99999,BR,-
86768099999,-18.9833333,-56.6166666,105.5,"NHUMIRIM, BR",FM-14,99999,BR,-
86770099999,-18.5166666,-54.7333333,253.5,"COXIM, BR",FM-14,99999,BR,-
86772099999,-18.8,-52.6,819.5,"CHAPADAO DO SUL, BR",FM-14,99999,BR,-
86773099999,-18.9666666,-50.6333333,490.01,"SAO SIMAO, BR",FM-14,99999,BR,-
86774099999,-18.4166666,-49.2,489.5,"ITUMBIARA, BR",FM-14,99999,BR,-
86775099999,-18.95,-49.5333333,561.5,"ITUIUTABA, BR",FM-14,99999,BR,-
86776099999,-18.9166666,-48.25,870.5,"UBERLANDIA, BR",FM-14,99999,BR,-
86777099999,-18.15,-47.9333333,891.5,"CATALAO, BR",FM-14,99999,BR,-
86778099999,-19,-46.9833333,964.5,"PATROCINIO, BR",FM-14,99999,BR,-
86779099999,-18.2,-45.4666666,922.5,"TRES MARIAS, BR",FM-14,99999,BR,-
86780099999,-18.75,-44.45,671.5,"CURVELO, BR",FM-14,99999,BR,-
86781099999,-18.2333333,-43.65,1357.5,"DIAMANTINA, BR",FM-14,99999,BR,-
86782099999,-18.7833333,-42.95,861.5,"GUANHAES, BR",FM-14,99999,BR,-
86783099999,-18.7833333,-41.9833333,264.5,"GOVERNADOR VALADARES, BR",FM-14,99999,BR,-
86784099999,-18.7833333,-40.9833333,271.5,"MANTENA, BR",FM-14,99999,BR,-
86786099999,-18.7166666,-39.85,40.5,"SAO MATEUS, BR",FM-14,99999,BR,-
86789099999,-19.4166666,-54.55,648.5,"SAO GABRIEL DO OESTE, BR",FM-14,99999,BR,-
86791099999,-19.1166666,-51.7166666,517.5,"CASSILANDIA, BR",FM-14,99999,BR,-
86792099999,-19.7,-51.1833333,425.5,"PARANAIBA, BR",FM-14,99999,BR,-
86793099999,-19.5333333,-49.5333333,548.5,"CAPINA VERDE, BR",FM-14,99999,BR,-
86794099999,-19.9858333,-48.1525,569.5,"CONCEICAO DAS ALAGOAS, BR",FM-14,99999,BR,-
86795099999,-19.8833333,-47.4333333,913.5,"SACRAMENTO, BR",FM-14,99999,BR,-
86796099999,-19.6,-46.9333333,1021.5,"ARAXA, BR",FM-14,99999,BR,-
86798099999,-19.8833333,-44.4166666,743.5,"FLORESTAL, BR",FM-14,99999,BR,-
86801099999,-19.5833333,-42.6333333,334.5,"TIMOTEO, BR",FM-14,99999,BR,-
86802099999,-19.7333333,-42.1333333,616.5,"CARATINGA, BR",FM-14,99999,BR,-
86803099999,-19.5,-41.0666666,194.5,"AIMORES, BR",FM-14,99999,BR,-
86804099999,-19.9833333,-40.5833333,989.5,"SANTA TEREZA, BR",FM-14,99999,BR,-
86805099999,-19.35,-40.0666666,41.5,"LINHARES, BR",FM-14,99999,BR,-
86807099999,-20.4,-56.4333333,141.5,"MIRANDA, BR",FM-14,99999,BR,-
86808099999,-20.4833333,-55.7833333,156.5,"AQUIDAUANA, BR",FM-14,99999,BR,-
86809099999,-20.9833333,-54.9666666,465.5,"SIDROLANDIA, BR",FM-14,99999,BR,-
86810099999,-20.45,-54.6166666,531.5,"CAMPO GRANDE, BR",FM-14,99999,BR,-
86812099999,-20.4166666,-52.8833333,339.5,"AGUA CLARA, BR",FM-14,99999,BR,-
86813099999,-20.7833333,-51.7,314.5,"TRES LAGOAS, BR",FM-14,99999,BR,-
86814099999,-20.1666666,-50.6,458.5,"JALES, BR",FM-14,99999,BR,-
86816099999,-20.5666666,-48.55,534.5,"BARRETOS, BR",FM-14,99999,BR,-
86817099999,-20.3594444,-47.775,601.5,"ITUVERAVA, BR",FM-14,99999,BR,-
86818099999,-20.5833333,-47.3833333,1027.5,"FRANCA, BR",FM-14,99999,BR,-
86819099999,-20.75,-46.6333333,785.5,"PASSOS, BR",FM-14,99999,BR,-
86820099999,-20.45,-45.45,879.5,"FORMIGA, BR",FM-14,99999,BR,-
86823099999,-20.55,-43.75,1062.5,"OURO BRANCO, BR",FM-14,99999,BR,-
86824099999,-20.7666666,-42.8666666,713.7,"VICOSA, BR",FM-14,99999,BR,-
86825099999,-20.2666666,-42.1833333,837.5,"MANHUACU, BR",FM-14,99999,BR,-
86828099999,-20.75,-41.4833333,139.5,"ALEGRE, BR",FM-14,99999,BR,-
86829099999,-20.6333333,-40.7333333,36.5,"ALFREDO CHAVES, BR",FM-14,99999,BR,-
86830099999,-20.3166666,-40.3166666,10.5,"VITORIA, BR",FM-14,99999,BR,-
86833099999,-21.7,-57.55,86.5,"PORTO MURTINHO, BR",FM-14,99999,BR,-
86834099999,-21.617,-55.183,403,"MARACAJU, BR",FM-14,99999,BR,-
86836099999,-21.7833333,-54.5333333,330.5,"RIO BRILHANTE, BR",FM-14,99999,BR,-
86838099999,-21.3166666,-50.9333333,375.5,"VALPARAISO, BR",FM-14,99999,BR,-
86839099999,-21.0833333,-49.9166666,406.5,"JOSE BONIFACIO, BR",FM-14,99999,BR,-
86840099999,-21.667,-49.733,461,"LINS, BR",FM-14,99999,BR,-
86841099999,-21.1333333,-48.8333333,526.5,"ARIRANHA, BR",FM-14,99999,BR,-
86842099999,-21.3383333,-48.1138889,545.5,"PRADOPOLIS, BR",FM-14,99999,BR,-
86843099999,-21.8555556,-48.8,493.5,"IBITINGA, BR",FM-14,99999,BR,-
86844099999,-21.7833333,-47.0833333,731.5,"CASA BRANCA, BR",FM-14,99999,BR,-
86845099999,-21.9833333,-47.8833333,864.5,"SAO CARLOS, BR",FM-14,99999,BR,-
86846099999,-21.9166666,-46.3833333,1151.5,"CALDAS, BR",FM-14,99999,BR,-
86848099999,-21.5666666,-45.4,926.5,"VARGINHA, BR",FM-14,99999,BR,-
86850099999,-21.2166666,-43.7666666,1156.5,"BARBACENA, BR",FM-14,99999,BR,-
86851099999,-21.7666666,-43.3666666,951.5,"JUIZ DE FORA, BR",FM-14,99999,BR,-
86852099999,-21.1,-42.3833333,271.5,"MURIAE, BR",FM-14,99999,BR,-
86853099999,-21.1,-41.0333333,81.5,"PRESIDENTE KENNEDY, BR",FM-14,99999,BR,-
86854099999,-21.5833333,-41.95,36.5,"CAMBUCI, BR",FM-14,99999,BR,-
86857099999,-22.5333333,-55.5333333,651.5,"PONTA PORA, BR",FM-14,99999,BR,-
86858099999,-22.2,-54.9166666,470.5,"DOURADOS, BR",FM-14,99999,BR,-
86859099999,-22.85,-54.6,380.5,"JUTI, BR",FM-14,99999,BR,-
86860099999,-22.3,-53.8166666,374.79,"IVINHEMA, BR",FM-14,99999,BR,-
86861099999,-22.6333333,-52.8833333,363.5,"DIAMANTE DO NORTE, BR",FM-14,99999,BR,-
86862099999,-22.65,-52.1333333,312.5,"PARANAPOEMA, BR",FM-14,99999,BR,-
86863099999,-22.1166666,-51.4,437.05,"PRESIDENTE PRUDENTE, BR",FM-14,99999,BR,-
86864099999,-22.3666666,-50.9666666,351.5,"RANCHARIA, BR",FM-14,99999,BR,-
86865099999,-22.3166667,-49.0666667,551.5,"BAURU, BR",FM-14,99999,BR,-
86866099999,-22.95,-49.9,449.5,"OURINHOS, BR",FM-14,99999,BR,-
86867099999,-22.4666666,-48.55,544.5,"BARRA BONITA, BR",FM-14,99999,BR,-
86868099999,-22.7,-47.45,572.5,"PIRACICABA, BR",FM-14,99999,BR,-
86869099999,-22.4166666,-46.8,634.5,"ITAPIRA, BR",FM-14,99999,BR,-
86870099999,-22.8666666,-46.05,661.5,"MONTE VERDE, BR",FM-14,99999,BR,-
86871099999,-22.3166666,-45.3666666,1277.5,"MARIA DA FE, BR",FM-14,99999,BR,-
86872099999,-22.75,-45.6,1581.5,"CAMPOS DO JORDAO, BR",FM-14,99999,BR,-
86873099999,-22.4,-44.9666666,1041.5,"PASSA QUATRO, BR",FM-14,99999,BR,-
86874099999,-22.4511111,-44.4447222,453.5,"RESENDE, BR",FM-14,99999,BR,-
86890599999,-22.1,-39.9166666,10.06,"ALBACORA P25 OIL PLATFORM, BR",FM-15,99999,BR,-
86891099999,-22.343031,-41.766033,2.43,"MACAE, BR",FM-14,99999,BR,-
86892099999,-22.9761111,-42.0213889,5.5,"ARRAIAL DO CABO, BR",FM-14,99999,BR,-
86894099999,-23,-55.3333333,432.5,"AMAMBAI, BR",FM-14,99999,BR,-
86895099999,-23.9669444,-55.0241667,403.5,"SETE QUEDAS, BR",FM-14,99999,BR,-
86896099999,-23.45,-54.1833333,337.5,"ITAQUIRAI, BR",FM-14,99999,BR,-
86898099999,-23.3591667,-52.9319444,382.5,"CIDADE GAUCHA, BR",FM-14,99999,BR,-
86899099999,-23.405,-51.9327778,543.5,"MARINGA, BR",FM-14,99999,BR,-
86901099999,-23.4166666,-50.5833333,669.5,"NOVA FATIMA, BR",FM-14,99999,BR,-
86902099999,-23.7666666,-50.1833333,931.5,"IBAITI, BR",FM-14,99999,BR,-
86903099999,-23.5052778,-49.9463889,523.5,"JOAQUIM TAVORA, BR",FM-14,99999,BR,-
86904099999,-23.1,-48.95,726.5,"AVARE, BR",FM-14,99999,BR,-
86905099999,-23.9833333,-48.8833333,708.5,"ITAPEVA, BR",FM-14,99999,BR,-
86907099999,-23.4333333,-47.5833333,610.5,"SOROCABA, BR",FM-14,99999,BR,-
86911099999,-23.0419444,-45.5202778,572.5,"TAUBATE, BR",FM-14,99999,BR,-
86919099999,-24.4333333,-51.9666666,655.5,"NOVA TEBAS, BR",FM-14,99999,BR,-
86921099999,-24.7833333,-49.9833333,1008.86,"CASTRO, BR",FM-14,99999,BR,-
86922099999,-24.9666666,-48.4166666,668.5,"BARRA DO TURVO, BR",FM-14,99999,BR,-
86923099999,-24.6666666,-47.55,4.5,"IGUAPE, BR",FM-14,99999,BR,-
86925099999,-25.6,-54.4833333,232.5,"FOZ DO IGUACU, BR",FM-14,99999,BR,-
86926099999,-25.7166666,-53.75,347.5,"PLANALTO, BR",FM-14,99999,BR,-
86927099999,-25.7,-53.1,521.5,"DOIS VIZINHOS, BR",FM-14,99999,BR,-
86929099999,-25.5666666,-51.0833333,1261.5,"INACIO MARTINS, BR",FM-14,99999,BR,-
86930099999,-25.0166666,-50.85,809.5,"IVAI, BR",FM-14,99999,BR,-
86933099999,-25.4486111,-49.23,925,"CURITIBA, BR",FM-14,99999,BR,-
86934099999,-25.5166666,-48.8166666,60.5,"MORRETES, BR",FM-14,99999,BR,-
86936099999,-26.2833333,-53.6333333,811.5,"DIONISIO CERQUEIRA, BR",FM-14,99999,BR,-
86938099999,-26.4,-52.85,961.5,"NOVO HORIZONTE, BR",FM-14,99999,BR,-
86939099999,-26.4166666,-52.35,981.5,"CLEVELANDIA, BR",FM-14,99999,BR,-
86940099999,-26.9333333,-52.4,890.5,"XANXERE, BR",FM-14,99999,BR,-
86942099999,-26.4,-50.3666666,809.5,"MAJOR VIEIRA, BR",FM-14,99999,BR,-
86943099999,-26.8166666,-50.8333333,953.5,"CACADOR, BR",FM-14,99999,BR,-
86944099999,-26.9333333,-50.15,593.5,"RIO DO CAMPO, BR",FM-14,99999,BR,-
86945099999,-26.25,-49.5833333,870.5,"RIO NEGRINHO, BR",FM-14,99999,BR,-
86946099999,-26.9166666,-49.2666666,88.2,"INDAIAL, BR",FM-14,99999,BR,-
86947099999,-26.0833333,-48.65,3.5,"ITAPOA, BR",FM-14,99999,BR,-
86948099999,-26.9508333,-48.7619444,19.5,"ITAJAI, BR",FM-14,99999,BR,-
86950099999,-27.8833333,-54.4833333,277.5,"SANTA ROSA, BR",FM-14,99999,BR,-
86951099999,-27.3955556,-53.4294444,491.5,"FREDERICO WESTPHALEN, BR",FM-14,99999,BR,-
86952099999,-27.85,-53.7833333,551.5,"SANTO AUGUSTO, BR",FM-14,99999,BR,-
86953099999,-27.9166666,-53.3166666,643.5,"PALMEIRA DAS MISSOES, BR",FM-14,99999,BR,-
86954099999,-27.6666666,-52.3,766.5,"ERECHIM, BR",FM-14,99999,BR,-
86955099999,-27.1694444,-51.5588889,777.5,"JOACABA, BR",FM-14,99999,BR,-
86956099999,-27.2833333,-50.6,983.5,"CURITIBANOS, BR",FM-14,99999,BR,-
86957099999,-27.4183333,-49.6466667,485.5,"ITUPORANGA, BR",FM-14,99999,BR,-
86960099999,-28.65,-56.0166666,84.5,"SAO BORJA, BR",FM-14,99999,BR,-
86961099999,-28.4166666,-54.9666666,246.5,"SAO LUIZ GONZAGA, BR",FM-14,99999,BR,-
86962099999,-28.6,-53.6666666,433.5,"CRUZ ALTA, BR",FM-14,99999,BR,-
86963099999,-28.2294444,-52.4038889,685.5,"PASSO FUNDO, BR",FM-14,99999,BR,-
86964099999,-28.8536111,-52.5416667,668.5,"SOLEDADE, BR",FM-14,99999,BR,-
86965099999,-28.2219444,-51.5122222,843.5,"LAGOA VERMELHA, BR",FM-14,99999,BR,-
86966099999,-28.5136111,-50.882778,987.5,"VACARIA, BR",FM-14,99999,BR,-
86967099999,-28.7513889,-50.0583333,1245.5,"SAO JOSE DOS AUSENTES, BR",FM-14,99999,BR,-
86968099999,-28.1263889,-49.4791667,1811.5,"URUBICI, BR",FM-14,99999,BR,-
86969099999,-28.2833333,-49.9333333,1411.5,"SAO JOAQUIM, BR",FM-14,99999,BR,-
86970099999,-28.5333333,-49.3166666,49.5,"URUSSANGA, BR",FM-14,99999,BR,-
86971099999,-28.9333333,-49.5,13.5,"ARARANGUA, BR",FM-14,99999,BR,-
86973099999,-29.85,-57.0833333,63.81,"URUGUAIANA, BR",FM-14,99999,BR,-
86975099999,-29.7166666,-55.5333333,122.5,"ALEGRETE, BR",FM-14,99999,BR,-
86976099999,-29.1833333,-54.8833333,395.5,"SANTIAGO, BR",FM-14,99999,BR,-
86977099999,-29.7,-53.7,96.5,"SANTA MARIA, BR",FM-14,99999,BR,-
86978099999,-29.8666666,-52.3833333,112.5,"RIO PARDO, BR",FM-14,99999,BR,-
86979099999,-29.1672222,-51.5347222,641.5,"BENTO GONCALVES, BR",FM-14,99999,BR,-
86980099999,-29.3688889,-50.8275,831.5,"CANELA, BR",FM-14,99999,BR,-
86981099999,-29.3502778,-49.7330556,6.16,"TORRES, BR",FM-14,99999,BR,-
86982099999,-30.3686111,-56.4372222,125.5,"QUARAI, BR",FM-14,99999,BR,-
86983099999,-30.8333333,-55.6,329.5,"SANTANA DO LIVRAMENTO, BR",FM-14,99999,BR,-
86984099999,-30.3413889,-54.3108333,127.5,"SAO GABRIEL, BR",FM-14,99999,BR,-
86985099999,-30.9833333,-54.8166666,171.5,"DOM PEDRITO, BR",FM-14,99999,BR,-
86986099999,-30.5477778,-53.4675,451.5,"CACAPAVA DO SUL, BR",FM-14,99999,BR,-
86988099999,-30.05,-51.166667,48.47,"PORTO ALEGRE, BR",FM-12,99999,BR,-
86989099999,-30.8105556,-51.8347222,109.5,"CAMAQUA, BR",FM-14,99999,BR,-
86990099999,-30.0097222,-50.1352778,2.5,"TRAMANDAI, BR",FM-14,99999,BR,-
86992099999,-31.3477778,-54.0133333,231.5,"BAGE, BR",FM-14,99999,BR,-
86993099999,-31.4058333,-52.7011111,465.5,"CANGUCU, BR",FM-14,99999,BR,-
86994099999,-31.2477778,-50.9055556,11.5,"MOSTARDAS, BR",FM-14,99999,BR,-
86995099999,-32.0333333,-52.1,3.96,"RIO GRANDE, BR",FM-14,99999,BR,-
86996099999,-32.5541667,-53.3763889,48.5,"JAGUARAO, BR",FM-14,99999,BR,-
86998099999,-33.7416667,-53.3713889,27.5,"CHUI, BR",FM-12,99999,BR,-
87007099999,-22.150556,-65.5775,3478.98,"LA QUIACA, AR",FM-12,99999,AR,-
87016099999,-23.152779,-64.32917,356,"ORAN, AR",FM-12,99999,AR,-
87022099999,-22.619647,-63.793672,448.97,"GENERAL ENRIQUE MOSCONI TARTAGAL, AR",FM-12,99999,AR,-
87022199999,-29.210278,-59.68,49.07,"RECONQUISTA, AR",FM-12,99999,AR,-
87046099999,-24.392778,-65.097778,920.19,"JUJUY, AR",FM-12,99999,AR,-
87047099999,-24.855978,-65.486169,1246.02,"SALTA, AR",FM-12,99999,AR,-
87065099999,-24.1666667,-62.9,205,"RIVADAVIA, AR",FM-12,99999,AR,-
87078099999,-24.721367,-60.548836,129.84,"ALFEREZ ARMANDO RODRIGUEZ, AR",FM-12,99999,AR,-
87097099999,-25.737281,-54.473444,279.19,"CATARATAS DEL IGUAZU, AR",FM-12,99999,AR,-
87121099999,-26.840861,-65.104944,455.67,"TENIENTE BENJAMIN MATIENZO, AR",FM-12,99999,AR,-
87127199999,-27.50611,-64.93434,280,"TERMAS DE RIO HONDO AERO, AR",FM-12,99999,AR,-
87129099999,-27.765617,-64.310122,199.94,"SANTIAGO DEL ESTERO, AR",FM-12,99999,AR,-
87148099999,-26.7333333,-60.4833333,91,"PRESIDENCIA ROQUE SAENZ PENA AERO, AR",FM-12,99999,AR,-
87155099999,-27.449986,-59.056125,52.73,"RESISTENCIA, AR",FM-12,99999,AR,-
87162099999,-26.212722,-58.228111,59.13,"FORMOSA, AR",FM-12,99999,AR,-
87163099999,-26.25,-53.8166667,815,"BERNARDO DE IRIGOYE, AR",FM-12,99999,AR,-
87166099999,-27.445503,-58.761864,61.87,"CORRIENTES, AR",FM-12,99999,AR,-
87173099999,-27.5833333,-56.6666666,72,"ITUZAINGO, AR",FM-12,99999,AR,-
87178099999,-27.385839,-55.970728,131.06,"POSADAS, AR",FM-12,99999,AR,-
87187099999,-27.4833333,-55.1333333,303,"OBERA, AR",FM-12,99999,AR,-
87211099999,-28.03775,-67.580314,1209.44,"TINOGASTA, AR",FM-12,99999,AR,-
87213099999,-29.2333333,-67.4333333,945,"CHILECITO AERO, AR",FM-12,99999,AR,-
87217099999,-29.381636,-66.795839,437.69,"LA RIOJA, AR",FM-12,99999,AR,-
87222099999,-28.595556,-65.751667,463.9,"CATAMARCA, AR",FM-12,99999,AR,-
87244099999,-29.9,-63.6833333,341,"VILLA MARIA DEL RIO, AR",FM-12,99999,AR,-
87257099999,-29.8833333,-61.95,88,"CERES, AR",FM-12,99999,AR,-
87281099999,-29.217,-58.083,107,"VILLA MERCEDES AAFB, AR",FM-12,99999,AR,-
87289099999,-29.689425,-57.152078,70.1,"PASO DE LOS LIBRES, AR",FM-12,99999,AR,-
87305099999,-30.25,-68.75,1165,"JACHAL, AR",FM-12,99999,AR,-
87311099999,-31.571472,-68.418194,597.1,"SAN JUAN, AR",FM-12,99999,AR,-
87320599999,-30.345278,-66.29361,458.11,"CHAMICAL, AR",FM-12,99999,AR,-
87322099999,-31.3333333,-66.6,658,"CHEPES, AR",FM-12,99999,AR,-
87328099999,-31.945183,-65.146283,583.69,"VILLA DOLORES, AR",FM-12,99999,AR,-
87344099999,-31.323619,-64.207953,488.89,"AMBROSIO L V TARAVELLA, AR",FM-12,99999,AR,-
87345099999,-31.42076,-64.19826,426,"CORDOBA OBSERVATORIO, AR",FM-12,99999,AR,-
87347099999,-31.444744,-64.283061,502,"ESCUELA DE AVIACION MILITAR, AR",FM-12,99999,AR,-
87349099999,-31.6666667,-63.8833333,338,"PILAR OBSERVATORIO, AR",FM-12,99999,AR,-
87359199999,-31.27751,-61.50954,59,"RAFAELA AERO, AR",FM-12,99999,AR,-
87371099999,-31.711666,-60.811668,17.06,"SAUCE VIEJO, AR",FM-12,99999,AR,-
87374099999,-31.794778,-60.480361,74.06,"GENERAL URQUIZA, AR",FM-12,99999,AR,-
87393099999,-30.271922,-57.640231,53.03,"MONTE CASEROS, AR",FM-12,99999,AR,-
87395099999,-31.296944,-57.996631,34.13,"COMODORO PIERRESTEGUI, AR",FM-12,99999,AR,-
87405099999,-32.6,-69.3333333,1844,"USPALLATA, AR",FM-12,99999,AR,-
87416099999,-33.0628,-68.50866,666,"SAN MARTIN, AR",FM-12,99999,AR,-
87418099999,-32.831717,-68.792856,704.08,"EL PLUMERILLO, AR",FM-12,99999,AR,-
87420099999,-32.89476,-68.8728,827,"MENDOZA OBSERVATORIO, AR",FM-12,99999,AR,-
87436099999,-33.273192,-66.356422,709.87,"SAN LUIS, AR",FM-12,99999,AR,-
87444099999,-32.3833333,-65.1833333,615,"SANTA ROSA DE CONLARA, AR",FM-12,99999,AR,-
87448099999,-33.729942,-65.387419,484.93,"VILLA REYNOLDS, AR",FM-12,99999,AR,-
87453099999,-33.085128,-64.261314,420.92,"RIO CUARTO AREA DE MATERIAL, AR",FM-12,99999,AR,-
87467099999,-32.683639,-62.157792,110.03,"MARCOS JUAREZ, AR",FM-12,99999,AR,-
87468099999,-33.6666666,-61.9666666,112,"VENADO TUERTO AERO, AR",FM-12,99999,AR,-
87480099999,-32.903611,-60.785,25.9,"ROSARIO, AR",FM-12,99999,AR,-
87497099999,-33.010278,-58.613056,22.86,"GUALEGUAYCHU, AR",FM-12,99999,AR,-
87506099999,-35.493597,-69.574267,1430.12,"MALARGUE, AR",FM-12,99999,AR,-
87509099999,-34.588089,-68.402678,752.85,"SAN RAFAEL, AR",FM-12,99999,AR,-
87532099999,-35.696183,-63.758286,139.9,"GENERAL PICO, AR",FM-12,99999,AR,-
87534099999,-34.135444,-63.36225,136.85,"LABOULAYE, AR",FM-12,99999,AR,-
87544099999,-35.844592,-61.857553,85.03,"COMODORO P ZANNI, AR",FM-12,99999,AR,-
87548099999,-34.545889,-60.930556,79.85,"JUNIN, AR",FM-12,99999,AR,-
87550099999,-35.45,-60.8833333,76,"NUEVE DE JULIO, AR",FM-12,99999,AR,-
87553099999,-34.453189,-58.589644,3.04,"SAN FERNANDO, AR",FM-12,99999,AR,-
87563099999,-36.0666666,-59.1,38,"LAS FLORES, AR",FM-12,99999,AR,-
